Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
307;Tre Mann;PG;22;OKC;13;0;9.2;1.5;3.1;0.5;0.6;1.5;0.421;0.9;1.6;0.571;0.6;0.1;0.1;1;0.3;1.5;1.8;1.5;0.2;0;0.7;0.2;3.8
307;Tre Mann;PG;22;CHO;13;13;30.8;4.4;9.8;0.449;1.4;3.8;0.367;3;6;0.5;0.52;1.4;1.9;0.72;0.5;4.5;5.1;4.5;1.6;0;1.5;1.9;11.5
308;Boban Marjanovi?;C;35;HOU;9;0;5.3;1.1;2.3;0.476;0;0.2;0;1.1;2.1;0.526;0.476;0.3;0.7;0.5;0.7;1.8;2.4;0.4;0;0.1;0.2;0.4;2.6
309;Lauri Markkanen;PF;26;UTA;51;51;32.9;7.7;16;0.483;3.2;8;0.401;4.5;8;0.565;0.583;4.4;4.9;0.888;2.3;6;8.3;2;0.9;0.5;1.3;1.9;23.1
310;Naji Marshall;SF;26;NOP;54;1;18.9;2.6;5.6;0.457;0.9;2.4;0.386;1.7;3.3;0.508;0.538;1.2;1.5;0.793;0.9;2.7;3.6;2;0.7;0.2;1.1;1.4;7.3
311;Caleb Martin;SF;28;MIA;49;19;27.3;4;8.7;0.456;1.3;3.4;0.395;2.6;5.3;0.494;0.533;1.2;1.6;0.782;1.2;3.4;4.7;2.1;0.7;0.4;1.2;2.1;10.6
312;Cody Martin;SF;28;CHO;28;22;26.9;2.9;7.7;0.381;1;3.1;0.314;2;4.6;0.426;0.444;0.7;1.2;0.606;0.7;3.2;3.9;3.7;1.1;0.6;1.6;1.7;7.5
313;KJ Martin;SF;23;TOT;49;2;11.5;1.5;2.7;0.541;0.1;0.4;0.273;1.3;2.3;0.595;0.564;0.4;0.7;0.545;0.5;1.3;1.8;0.7;0.4;0.1;0.5;1.6;3.4
313;KJ Martin;SF;23;LAC;2;0;15.5;2;5;0.4;0.5;2.5;0.2;1.5;2.5;0.6;0.45;0.5;1;0.5;0.5;1;1.5;0.5;1;0.5;1;1.5;5
313;KJ Martin;SF;23;PHI;47;2;11.4;1.4;2.6;0.553;0.1;0.4;0.294;1.3;2.3;0.594;0.573;0.4;0.7;0.548;0.5;1.3;1.8;0.7;0.4;0.1;0.5;1.6;3.4
314;Garrison Mathews;SG;27;ATL;50;4;13.4;1.2;2.6;0.443;1;2.4;0.441;0.1;0.3;0.462;0.641;0.3;0.4;0.75;0.3;1.1;1.4;0.5;0.3;0.1;0.3;1.7;3.7
315;Bennedict Mathurin;SF;21;IND;59;19;26.1;5;11.2;0.446;1.4;3.6;0.374;3.7;7.6;0.481;0.507;3.1;3.8;0.821;1;2.9;4;2;0.6;0.2;1.6;2;14.5
316;Wesley Matthews;SG;37;ATL;26;3;11;0.8;2.3;0.328;0.5;1.7;0.311;0.2;0.6;0.375;0.443;0.6;0.8;0.727;0.2;1.2;1.3;0.6;0.4;0.3;0.2;1.2;2.7
317;Tyrese Maxey;PG;23;PHI;57;57;37.2;9;20.1;0.45;3.1;8.1;0.383;5.9;12;0.495;0.527;4.8;5.5;0.866;0.6;3.2;3.7;6.2;1;0.5;1.7;2.1;25.9
318;Skylar Mays;PG-SG;26;TOT;33;5;12.8;1.9;4.7;0.397;0.5;1.6;0.296;1.4;3.1;0.451;0.449;0.4;0.5;0.765;0.3;1;1.3;2.5;0.5;0.1;0.6;0.8;4.6
318;Skylar Mays;PG;26;POR;21;5;17;2.5;6.6;0.384;0.7;2.3;0.286;1.9;4.2;0.438;0.435;0.6;0.8;0.765;0.4;1.3;1.8;3.6;0.7;0.1;0.9;1;6.3
318;Skylar Mays;SG;26;LAL;12;0;5.4;0.8;1.5;0.5;0.2;0.4;0.4;0.6;1.1;0.538;0.556;0;0;0;0.1;0.4;0.5;0.7;0.3;0.1;0.1;0.4;1.7
319;Miles McBride;PG;23;NYK;53;5;15.1;2.5;5.6;0.439;1.2;3.1;0.405;1.2;2.5;0.481;0.551;0.4;0.5;0.821;0.3;0.8;1.1;1.4;0.6;0.1;0.4;1.3;6.6
320;CJ McCollum;PG;32;NOP;50;50;31.2;6.6;14.6;0.452;3.2;7.9;0.407;3.4;6.8;0.504;0.561;1.7;2.1;0.794;0.5;3.8;4.3;4.3;1;0.7;1.6;2;18.1
321;T.J. McConnell;PG;31;IND;56;4;17.8;4.1;7.4;0.55;0.2;0.5;0.333;3.9;6.9;0.566;0.561;0.8;1;0.782;0.5;2.2;2.7;5.4;1.1;0.1;1.4;1;9.1
322;Jaden McDaniels;SF;23;MIN;56;55;29.2;4.2;8.6;0.489;1.2;3.4;0.344;3;5.2;0.585;0.557;0.8;1;0.75;0.8;2.2;3;1.4;0.9;0.5;1.2;3.1;10.3
323;Jalen McDaniels;SF;26;TOR;38;0;9.6;1.2;3.4;0.354;0.3;1.6;0.186;0.9;1.9;0.493;0.396;0.4;0.6;0.667;0.3;1.2;1.5;0.6;0.4;0.1;0.6;1;3.1
324;Doug McDermott;SF;32;TOT;52;0;14.7;2;4.6;0.427;1.5;3.7;0.415;0.4;0.9;0.478;0.594;0.2;0.4;0.579;0.2;0.8;1;1.2;0.2;0;0.5;1;5.7
324;Doug McDermott;SF;32;SAS;46;0;15.2;2.1;4.7;0.442;1.7;3.8;0.439;0.4;0.9;0.452;0.619;0.2;0.4;0.588;0.2;0.9;1;1.2;0.2;0;0.5;1;6
324;Doug McDermott;SF;32;IND;6;0;11;1.2;4;0.292;0.7;3.3;0.2;0.5;0.7;0.75;0.375;0.2;0.3;0.5;0.2;0.3;0.5;0.7;0;0;0.2;0.5;3.2
325;JaVale McGee;C;36;SAC;40;0;7.9;1.9;2.9;0.632;0;0.1;0.2;1.8;2.8;0.652;0.637;0.6;1.1;0.581;0.9;1.9;2.8;0.4;0.3;0.5;0.8;1.1;4.4
326;Bryce McGowens;SG;21;CHO;50;13;15.8;1.8;3.9;0.454;0.6;1.8;0.341;1.2;2.1;0.547;0.531;1;1.4;0.754;0.3;1.5;1.8;0.9;0.4;0.1;0.5;1.4;5.2
327;Jordan McLaughlin;PG;27;MIN;40;0;9.4;1.1;2.4;0.433;0.6;1.5;0.431;0.4;1;0.436;0.562;0.2;0.3;0.6;0.3;1;1.2;1.8;0.7;0.2;0.4;0.6;2.9
328;De'Anthony Melton;SG;25;PHI;36;33;27.8;3.8;9.7;0.391;2.1;5.8;0.362;1.7;3.9;0.433;0.499;1.8;2.2;0.835;0.8;3.1;3.8;3.1;1.6;0.4;1.1;2.3;11.5
329;Nathan Mensah;C;25;CHO;25;0;12.3;0.5;1.1;0.429;0;0;0;0.5;1.1;0.429;0.429;0.4;0.5;0.75;1.2;1.4;2.6;0.4;0.2;0.6;0.6;2.6;1.3
330;Sam Merrill;SG;27;CLE;48;1;16.7;2.6;6.4;0.408;2.3;5.7;0.408;0.3;0.7;0.412;0.59;0.3;0.3;0.933;0.4;1.5;1.9;1.7;0.3;0;0.3;1.1;7.8
331;Chimezie Metu;C;26;PHO;37;5;12.1;1.8;3.5;0.508;0.4;1.4;0.294;1.4;2.1;0.646;0.565;1;1.2;0.884;0.6;2.3;3;0.5;0.5;0.2;0.7;1.1;5
332;Vasilije Mici?;PG;30;TOT;46;7;16.9;2.4;5.3;0.443;0.6;2.2;0.277;1.8;3.2;0.559;0.5;1;1.2;0.815;0.2;1;1.3;3.7;0.4;0.1;1.4;1;6.3
332;Vasilije Mici?;PG;30;OKC;30;0;12;1.2;3;0.407;0.4;1.5;0.244;0.9;1.5;0.565;0.467;0.5;0.6;0.737;0;0.8;0.8;2.5;0.3;0.1;1;0.7;3.3
332;Vasilije Mici?;PG;30;CHO;16;7;25.9;4.5;9.7;0.465;1.1;3.5;0.304;3.4;6.2;0.556;0.519;1.9;2.2;0.857;0.6;1.6;2.1;5.9;0.7;0.1;2.3;1.4;11.9
333;Khris Middleton;SF;32;MIL;43;43;26.3;5.6;11.6;0.487;1.7;4.5;0.378;3.9;7.1;0.556;0.56;1.8;2.2;0.832;0.6;3.7;4.3;5;0.9;0.3;2.1;2.4;14.8
334;Brandon Miller;SF;21;CHO;60;54;32.1;6.3;14.5;0.436;2.4;6.4;0.368;4;8.2;0.489;0.517;1.8;2.2;0.817;0.9;3.4;4.2;2.4;1;0.6;1.7;2.6;16.8
335;Jordan Miller;SF;24;LAC;7;0;3.7;0.7;1.3;0.556;0.1;0.3;0.5;0.6;1;0.571;0.611;0.3;0.3;1;0.4;0.3;0.7;0;0;0;0.1;0.3;1.9
336;Leonard Miller;SF;20;MIN;8;0;3.5;0.9;1.4;0.636;0.1;0.4;0.333;0.8;1;0.75;0.682;0;0;0;0.3;1.3;1.5;0.4;0.1;0.1;0.1;0.5;1.9
337;Dariq Whitehead;SF;19;BRK;2;0;12;0.5;2.5;0.2;0;1.5;0;0.5;1;0.5;0.2;0.5;1;0.5;0;2;2;1.5;0;0.5;0;0;1.5
338;Patty Mills;PG;35;TOT;23;0;11.3;1.2;3.3;0.373;0.7;2.1;0.354;0.5;1.2;0.407;0.487;0;0;0;0.2;1;1.2;0.8;0.5;0;0.5;0.9;3.2
338;Patty Mills;PG;35;ATL;19;0;10.6;1;2.7;0.373;0.7;1.8;0.382;0.3;0.9;0.353;0.5;0;0;0;0.3;0.8;1.1;0.7;0.5;0.1;0.4;0.9;2.7
338;Patty Mills;PG;35;MIA;4;0;14.8;2.3;6;0.375;1;3.5;0.286;1.3;2.5;0.5;0.458;0;0;0;0;1.8;1.8;1.3;0.8;0;1;1;5.5
339;Shake Milton;SG;27;TOT;44;0;12.7;1.7;4.3;0.399;0.4;1.4;0.27;1.3;2.8;0.464;0.444;0.9;1.1;0.816;0.3;1.3;1.6;1.3;0.4;0.1;0.7;1.1;4.7
339;Shake Milton;SG;27;MIN;38;0;12.9;1.7;4.2;0.4;0.4;1.4;0.264;1.3;2.8;0.467;0.444;0.9;1.2;0.818;0.2;1.2;1.3;1.3;0.4;0.1;0.7;1.2;4.7
339;Shake Milton;SG;27;DET;4;0;15.8;2.8;6.5;0.423;0.8;2.3;0.333;2;4.3;0.471;0.481;0.5;0.8;0.667;1.8;2.8;4.5;1.5;0.5;0.3;0.8;0.8;6.8
339;Shake Milton;SG;27;NYK;2;0;2.5;0;1;0;0;0.5;0;0;0.5;0;0;1;1;1;0;0;0;0;0;0;0;0.5;1
340;Justin Minaya;SF;24;POR;23;0;8.3;0.4;1.5;0.257;0.2;1;0.217;0.2;0.5;0.333;0.329;0.2;0.3;0.5;0.5;0.6;1.1;0.4;0.3;0.2;0.3;0.6;1.2
341;Josh Minott;SF;21;MIN;23;0;2.9;0.4;1.1;0.4;0;0.3;0.143;0.4;0.8;0.5;0.42;0.5;0.6;0.857;0.1;0.4;0.6;0.2;0.1;0.2;0.1;0.3;1.4
342;Davion Mitchell;PG;25;SAC;55;4;13.7;1.7;3.8;0.452;0.7;2;0.333;1.1;1.9;0.578;0.538;0.4;0.5;0.741;0.2;0.9;1.1;1.7;0.2;0.1;0.6;1.2;4.5
343;Donovan Mitchell;SG;27;CLE;48;48;35.5;9.6;20.4;0.47;3.4;9.1;0.373;6.2;11.3;0.548;0.553;5.2;6;0.861;0.9;4.5;5.4;6.1;1.8;0.5;2.9;2.3;27.7
344;Evan Mobley;PF;22;CLE;38;38;31.1;6.5;11.2;0.578;0.3;0.9;0.314;6.2;10.3;0.602;0.591;2.3;3.3;0.704;2.4;7.8;10.2;3.1;0.9;1.6;1.9;2.8;15.6
345;Isaiah Mobley;PF;24;CLE;6;0;8.5;0.8;2.2;0.385;0.3;1.2;0.286;0.5;1;0.5;0.462;0;0;0;0;1;1;1;0.2;0;0.2;0.8;2
346;Malik Monk;SG;25;SAC;64;0;26.2;5.6;12.5;0.449;2.2;6;0.37;3.4;6.5;0.522;0.538;2.3;2.8;0.811;0.4;2.6;3;5.3;0.6;0.6;2.1;2.1;15.7
347;Moses Moody;SG;21;GSW;51;8;17.8;3;6.6;0.457;1;3.1;0.327;2;3.5;0.57;0.533;1.1;1.4;0.789;1.1;2.1;3.2;0.7;0.7;0.5;0.7;1.3;8.1
348;Xavier Moon;SG;29;LAC;4;0;4.5;0.5;0.8;0.667;0;0.3;0;0.5;0.5;1;0.667;0;0;0;0;0.5;0.5;0.8;0;0;0.5;0.3;1
349;Taze Moore;SG;25;POR;3;0;3.3;1;1.7;0.6;0;0.7;0;1;1;1;0.6;0;0;0;0;0;0;0.3;0.3;0;0.3;0.7;2
350;Wendell Moore Jr.;SG;22;MIN;16;0;3;0.3;0.6;0.5;0;0.3;0;0.3;0.4;0.833;0.5;0;0;0;0;0.4;0.4;0.1;0.3;0.1;0.2;0.3;0.6
351;Ja Morant;PG;24;MEM;9;9;35.3;8.9;18.9;0.471;1.6;5.7;0.275;7.3;13.2;0.555;0.512;5.8;7.1;0.813;0.7;4.9;5.6;8.1;0.8;0.6;3;2.1;25.1
352;Marcus Morris;PF;34;PHI;37;7;17.2;2.4;5.5;0.439;1;2.4;0.4;1.5;3.1;0.47;0.527;0.8;1;0.861;0.5;2.5;2.9;0.7;0.4;0.3;0.5;1.6;6.7
353;Markieff Morris;PF;34;DAL;20;1;8.4;1;2.6;0.365;0.6;1.6;0.375;0.4;1;0.35;0.481;0.2;0.2;0.75;0.2;1.3;1.5;0.6;0.3;0.1;0.5;0.6;2.7
354;Monte Morris;PG;28;TOT;17;0;14.2;2;5.3;0.378;0.6;2.1;0.306;1.4;3.2;0.426;0.439;0.4;0.5;0.667;0.3;1.4;1.7;2.4;0.5;0.2;0.2;0.4;5
354;Monte Morris;PG;28;DET;6;0;11.3;2;5.5;0.364;0.3;1.8;0.182;1.7;3.7;0.455;0.394;0.2;0.3;0.5;0.3;1.7;2;1.3;0.2;0.2;0.3;0.2;4.5
354;Monte Morris;PG;28;MIN;11;0;15.7;2;5.2;0.386;0.8;2.3;0.36;1.2;2.9;0.406;0.465;0.5;0.6;0.714;0.3;1.3;1.5;2.9;0.6;0.2;0.2;0.5;5.3
