Rk,Player,Pos,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,allstar_selected
148,Simone Fontecchio,SF,UTA,0.29692607467179083,0.16070283732341462,-0.6167974272129122,-0.5343107477377989,-0.47194245709114124,-0.22301538167360196,-0.8602752105179635,0.24047928379019498,0.40916603114922184,0.10726980041312986,-0.6897820737971346,-0.5758987077255503,-0.7127209347326948,-0.5833586187328973,-0.4757047965352568,-0.5624949002112826,0.3531697002567223,-0.3564759190837123,-0.8898165484682531,-0.7857286099564776,-0.6568324239910726,-0.7776896961290187,-0.4743012822799894,-0.3676254663284574,-0.616308797105283,-0.4126494716680098,0
149,Bryn Forbes,SG,MIN,0.7635241920131761,-0.9357380401110219,-0.8368198052855527,-0.9537136574558946,-0.8827580003277777,-0.7682098801610753,-0.9332898096273713,-0.4477596576058144,-0.43803763342804897,-0.08253815198454718,-0.8927532968224685,-0.8037012237986234,-0.6984516908495909,-0.8096081567771719,-0.5404535049525557,-0.6689315339532105,1.3174506567880555,-0.8920592511704605,-1.2849298634465653,-1.2547766293314226,-0.7086067259113985,-0.7776896961290187,-0.7346356928185989,-0.7307594791892488,-0.9952332552494814,-0.8076042734558787,0
150,Trent Forrest,PG,ATL,-0.4029711013402872,-1.0169558828839431,-0.7268086162492324,-0.8174077117975135,-0.9238395546514412,-0.909556601991161,-0.42218761586151715,-1.1359985990018238,-1.1960619648919228,-2.3018311338650768,-0.639039268040801,-0.5189480787072819,-0.7055863127911428,-1.0829930152473377,-0.8641970470390499,-0.9350231183080298,-0.24891792138235416,-0.8920592511704605,-0.7204822706204052,-0.8283693389905635,-0.19086370670814,-0.7776896961290187,-0.7346356928185989,-0.4886701372820546,-1.2478495606789473,-0.9977676965389267,0
151,Michael Foster Jr.,PF,PHI,-1.3361673360230577,-1.9103521533860766,-0.8368198052855527,-1.9707657135222771,-1.3757366522117411,-1.4345587116457648,-4.228073594439396,-1.1359985990018238,-1.2406516314486213,-2.3018311338650768,-1.1972101313604695,-1.2308309414356358,-3.7806083696000248,-5.0140787387666155,-0.9289457554563488,-0.9882414351789937,-3.3863588872672294,-1.1598509172138345,-1.5107089005770293,-1.5106210035359382,-1.0710268393536793,-1.5311493957339457,-0.994970103357208,-1.3359828339572344,-2.132006629682077,-1.3342106758397039,0
152,Evan Fournier,SG,NYK,0.9968232506838688,-0.8545201973381007,-0.5801270308674722,-0.29315407464989357,-0.5130240114148049,-0.20282299284073266,-1.1523336069555943,0.35518577402286333,0.6321143639327141,-0.06063723440019984,-0.7912676853098015,-0.6897999657620868,-0.8982211052130448,-0.8378893490327063,-0.4757047965352568,-0.5624949002112826,0.6448058919881497,-1.0259550841921474,-0.551147992772557,-0.7430878809223916,-0.3979609143894433,-0.024229996524091742,-0.7346356928185989,-0.3676254663284574,0.015231966468381286,-0.4419053829115557,0
153,De'Aaron Fox,PG,SAC,-0.1696720426695945,1.0134901864390875,1.8401191279315723,1.4263978551942995,2.4448478998889764,2.240456055936462,0.44486074856270014,0.6993052447208681,0.9888316963863018,0.06346796524443515,2.70998591187721,2.527910573770073,0.38601084426630233,0.23679595667760017,2.1142435401566972,2.2048575770788394,0.28261255709589295,-0.4903717521053993,0.5213024335971473,0.28028961589567053,2.087205577786197,1.2315361694841203,-0.2139668717413802,1.6901339398826933,0.8993890354715112,2.322778229603527,1
154,Markelle Fultz,PG,ORL,-0.4029711013402872,0.4855742084150995,1.3634039754408513,1.0279650909621088,1.0069934985607494,0.8471812264684754,0.4631143983400521,-0.5624661478384826,-0.5718066330981444,-0.03873631681585248,1.5429013794815396,1.588225194968646,0.10062596660422564,0.01997348271850315,0.3012797044723294,0.28899816972413955,0.29672398572805886,0.4468990790464099,0.0697443593362191,0.15236742879341267,1.880108370104894,2.2361491022906894,0.04636753879722917,1.448044597975499,0.6467727300420458,0.7137031112085053,0
155,Wenyen Gabriel,PF,LAL,-0.1696720426695945,0.8104455795067844,-0.7634790125946724,-0.4923704567659892,-0.4308609027674778,-0.6672479359967284,1.2115140392114812,-1.0212921087691555,-1.017703298665129,-0.27234610438222384,-0.13161121047746605,-0.29114556263420865,0.8354920265840744,0.7835656736179307,-0.4109560881179579,-0.3496216327274271,-0.474700779497008,1.116378244154845,-0.09958991851162886,0.28028961589567053,-0.8121553297520501,-0.5265364629273763,0.3067019493358384,-0.4886701372820546,0.5204645773273129,-0.5296731166421932,0
156,Daniel Gafford,C,WAS,-0.4029711013402872,1.2165347933713906,0.8866888229501306,0.08430854409639288,0.14428085776381322,-0.4047468811694265,2.452762224071413,-1.1359985990018238,-1.2406516314486213,-2.3018311338650768,0.68027368162387,0.22141009853020607,1.4419348916159882,1.886532171583771,0.10703357922043294,0.28899816972413955,-0.19247220685369068,1.6519615762415933,0.46485767431453134,0.8772598223728733,-0.501509518230095,-0.5265364629273763,2.389377233644713,-0.004491453467666019,0.8993890354715112,-0.017694669880140866,0
157,Darius Garland,PG,CLE,-0.6362701600109798,0.851054500893245,1.693437542549812,1.6465843827963,1.7464614763866944,1.8769930569448132,-0.011480495871098189,1.6169571665822138,1.4347283619532865,0.6912942693290585,1.3906729622125387,1.7306017675143166,-0.2703743743564751,0.04825467497403754,1.6610025812356053,1.513019457756309,0.6730287492524815,-0.6242675851270862,-0.21247943707686098,-0.3593213196156183,2.9673687104317366,1.4826894026857622,-0.7346356928185989,2.1743126236970816,0.5204645773273129,1.8254277384632476,0
158,Usman Garuba,PF,HOU,-1.3361673360230577,1.0947080292120086,-0.8001494089401125,-0.7230420571109418,-0.9238395546514412,-0.9499413796568996,0.20756330145712473,-0.791879128303819,-0.8839342989950336,0.669393351744711,-0.7912676853098015,-0.7752259092894893,-0.03493185028526116,0.2085147644220658,-0.6699509217871533,-0.6689315339532105,-0.4841083985851186,0.9824824111331583,-0.09958991851162886,0.2376488868615844,-0.6050581220707468,-0.024229996524091742,0.04636753879722917,-0.6097148082356517,0.14154011918311424,-0.8953720071865162,0
159,Luka Garza,C,MIN,-0.4029711013402872,-0.8139112759516401,-0.8368198052855527,-1.1634151123149425,-0.4308609027674778,-0.6066707694981203,0.7277923201116554,-0.5624661478384826,-0.6163962996548429,0.3189786703951539,-0.2838396277464666,-0.4335221351798795,0.7570111852270031,0.6704409045957932,0.04228487080313402,0.02290658536932012,0.32024303344833527,0.4468990790464099,-0.8898165484682531,-0.5298842357519622,-0.7603810278317242,-1.2799961625323033,-0.7346356928185989,-0.7307594791892488,-0.23738433896108435,-0.38339356042446393,0
160,Rudy Gay,PF,UTA,2.396617602708025,0.32313852286925704,-0.8368198052855527,-0.5447958204807511,-0.5951871200621323,-0.4047468811694265,-0.7598801367425277,-0.4477596576058144,-0.21508930064455678,-0.4475534450570026,-0.48681085077180064,-0.4335221351798795,-0.3274513498888906,-0.8944517335437752,-0.4109560881179579,-0.5092765833403187,0.6448058919881497,-0.3564759190837123,-0.21247943707686098,-0.2740398615474466,-0.5532838201504209,-0.7776896961290187,-0.2139668717413802,-0.4886701372820546,-0.616308797105283,-0.5735569835075118,0
161,Paul George,SG,LAC,1.4634213680252541,0.32313852286925704,1.216722390059091,1.5522187281097286,1.9929508023286762,2.179878889437854,-0.05711462031447807,2.0757831275128864,2.1481630268604612,0.40658234073254323,1.5429013794815396,1.7021264530051825,-0.06347033805146891,0.038827610888859415,2.049494831739398,1.8323293589820921,0.7106592256049238,-0.08868425304033813,1.4808633414016195,1.090463467543303,1.5694625585829385,2.2361491022906894,0.04636753879722917,2.416401965604276,1.4046216463304424,2.147242762142252,1
162,Taj Gibson,C,WAS,2.6299166613787173,0.03887607316403277,-0.7634790125946724,-1.048079312142466,-0.8416764460041138,-0.909556601991161,0.517875347672108,-0.9065856185364873,-1.017703298665129,0.1291707179974772,-0.5882964622844676,-0.6328493367438185,0.2433184054352636,0.1896606362517095,-0.5404535049525557,-0.5092765833403187,-0.0278388728117561,-0.22258008606202528,-0.8333717891856371,-0.7004471518883058,-0.7086067259113985,-0.7776896961290187,-0.4743012822799894,-0.7307594791892488,0.015231966468381286,-0.8368601846994245,0
163,Josh Giddey,SG,OKC,-1.3361673360230577,1.1353169505984693,1.9501303169678925,1.1852411821063946,1.5410537047683766,1.533722446786034,0.17105600190242085,0.011066303324858572,0.14162803180903105,0.07076827110588428,1.8981010197758736,2.072305541623926,-0.0420664722268131,-0.14971367081470321,-0.02246383761416489,0.02290658536932012,0.05212588943718381,1.384169910198219,1.819531897097316,1.8579965901568496,2.138979879706523,0.4780764698791931,0.04636753879722917,2.0532679527434845,0.26784827189784693,1.0940299573746015,0
164,Shai Gilgeous-Alexander,PG,OKC,-0.4029711013402872,0.8104455795067844,1.6567671462043718,1.6465843827963,2.8967449974492765,2.66449622142672,0.4266070987853482,-0.10364018690780964,-0.12590996753115977,0.2167743883348662,3.623356415491213,3.8377750411902443,0.022145125247154333,-0.008307709537031246,5.4164276694389395,4.81255510375607,0.8705887501028036,0.045211579981348886,0.7470814707276114,0.5361339901001859,1.776559766264242,2.487302335492332,1.6083740020288848,2.0532679527434845,1.4046216463304424,3.2589673893969935,1
165,Anthony Gill,PF,WAS,0.9968232506838688,0.4449652870286389,-0.5434566345220321,-0.964198730198847,-0.8827580003277777,-0.9903261573226384,0.6821581956682755,-1.0212921087691555,-1.017703298665129,-1.2943889249850995,-0.639039268040801,-0.7467505947803551,0.8568958924087302,0.19908770033688766,-0.4109560881179579,-0.40283994959839087,0.05212588943718381,-0.3564759190837123,-0.8898165484682531,-0.7857286099564776,-0.7603810278317242,-1.2799961625323033,-0.4743012822799894,-0.9728488210964429,-0.616308797105283,-0.8514881403211975,0
166,Jacob Gilyard,PG,MEM,-0.4029711013402872,-1.9103521533860766,-0.8368198052855527,2.223263383658682,-0.9649211089751049,-0.8287870466596834,-1.188840906510298,0.011066303324858572,0.09703836525233255,0.1291707179974772,-1.1972101313604695,-1.2308309414356358,-3.7806083696000248,-0.3005466961775533,-0.9289457554563488,-0.9882414351789937,-3.3863588872672294,-1.1598509172138345,0.7470814707276114,0.1950081578274986,2.55317429506913,6.003447600315324,-0.994970103357208,1.0849105851147078,1.6572379517599083,-0.8953720071865162,0
167,Rudy Gobert,C,MIN,0.9968232506838688,0.8916634222797056,1.730107938895252,1.1433008911345848,0.7194226182951038,0.14044761731804684,1.7865040071980678,-1.1359985990018238,-1.2406516314486213,-2.3018311338650768,1.3906729622125387,0.9902435902768284,0.9496459776489053,1.1983564933657687,1.0782642054799159,1.6194560914982368,-0.3571055408956258,3.258711572501837,3.174206119880101,3.4357035644180285,-0.4497352163097692,0.4780764698791931,2.6497116441833217,0.7217765722539164,1.6572379517599083,0.6259353774778678,0
168,Jordan Goodwin,PG,WAS,-0.4029711013402872,0.5667920511880208,-0.5801270308674722,-0.20927349270627432,-0.34869779412015045,-0.2835925481722101,-0.13925604431256186,-0.4477596576058144,-0.3934479668713506,0.04886735352153692,-0.23309682199013312,-0.1487689900885379,-0.13481655746698828,-0.2911196320923752,-0.34620737970065907,-0.40283994959839087,0.2261668425672295,0.045211579981348886,-0.15603467779424493,-0.10347694541110292,0.3268793124951186,0.7292297030808353,0.04636753879722917,-0.24658079537486033,-0.23738433896108435,-0.36876560480269105,0
169,Aaron Gordon,PF,DEN,0.29692607467179083,0.8104455795067844,1.6567671462043718,1.0908755274198227,1.2124012701790674,0.8269888376356057,0.91945564277385,-0.10364018690780964,-0.12590996753115977,0.23137500005776446,1.5429013794815396,1.2180461063499015,0.6999342096945875,0.6704409045957932,0.884018080228019,1.4598011408853449,-0.5264426844816162,2.0536490753066543,0.8035262300102273,1.3036671127137325,0.482202218256096,0.4780764698791931,1.0877051809516665,0.3586425593931251,0.26784827189784693,1.0501460905092825,0
170,Eric Gordon,SG,TOT,1.9300194853666395,0.851054500893245,1.2900631827499711,0.9126292907896322,0.34968862938213136,0.48371822747682636,-0.1575096940899138,1.0434247154188725,1.0780110294996987,0.40658234073254323,-0.030125598964799185,-0.006392417542867118,0.03641436913025821,0.14252531582581887,0.4307771213069272,0.3422164865951035,0.4754687484021593,-0.8920592511704605,-0.551147992772557,-0.7004471518883058,0.3268793124951186,-0.024229996524091742,0.04636753879722917,0.4796872303467223,-0.7426169498200156,0.47965582126013856,0
171,Devonte' Graham,PG,TOT,0.29692607467179083,1.0134901864390875,-0.5434566345220321,-0.15684812899151235,-0.47194245709114124,-0.24320777050647127,-0.8146410860745836,0.6993052447208681,0.8104730301595078,0.26787652936501005,-0.8927532968224685,-0.8606518528168918,-0.5557592520185521,-0.18742192715541575,-0.08721254603146365,-0.030311731501643697,0.13209065168612372,-0.7581634181487733,-0.7204822706204052,-0.7857286099564776,0.3268793124951186,-0.024229996524091742,-0.4743012822799894,-0.4886701372820546,-0.7426169498200156,-0.25174195982850756,0
172,Jerami Grant,PF,POR,0.5302251333424834,0.6074009725744813,1.4734151644771716,1.667554528282205,1.4588905961210494,1.4933376691202953,0.107168227681689,1.5022506763495453,1.300959362283191,0.6255915165760167,1.1369589334308712,1.2749967353681702,-0.04920109416836504,0.2085147644220658,1.919997414904801,1.8855476758530563,0.437838272049717,-0.08868425304033813,0.5777471928797635,0.40821180299792825,0.17155640673414088,0.4780764698791931,1.0877051809516665,0.8428212432075137,0.8993890354715112,1.664520226623745,0
173,RaiQuan Gray,PF,BRK,-0.6362701600109798,-1.9103521533860766,-0.8368198052855527,1.594159019081538,1.0891566072080767,0.9885279482985608,0.3353388498985884,1.158131205651541,0.9888316963863018,0.6182912107145676,0.8325020988928704,0.7624410742037552,0.29326075902612714,0.48189962289223054,0.3660284128896283,0.07612490224028405,1.3174506567880555,2.8570240734367762,1.8759766563799318,2.3270446095317947,2.55317429506913,-1.5311493957339457,1.6083740020288848,3.50580400418665,4.183401006054566,1.0062622236439638,0
174,A.J. Green,SG,MIL,-0.6362701600109798,-0.5296488262464158,-0.8001494089401125,-1.0375942393995137,-0.7595133373567867,-0.707632713662467,-0.3582998416407853,0.35518577402286333,0.09703836525233255,0.7569970220821005,-1.0449817140914692,-1.0599790543808307,-0.570028495901656,0.6421597123402588,-0.8641970470390499,-0.9350231183080298,1.3174506567880555,-0.8920592511704605,-0.8898165484682531,-0.9562915260928212,-0.7603810278317242,-1.028842929330661,-0.994970103357208,-0.9728488210964429,-0.9952332552494814,-0.6905806284816952,0
175,Danny Green,SG,TOT,2.163318544037332,-1.5042629395214706,-0.8368198052855527,-0.7649823480827515,-0.5541055657384686,-0.5259012141666427,-0.1301292194238859,0.5845987544881998,0.27539703147912636,0.851900998280939,-0.9434961025788021,-0.91760248183516,-0.2132973988240596,0.7552844813623963,-0.8641970470390499,-0.9350231183080298,1.3174506567880555,-0.7581634181487733,-0.9462613077508691,-0.9562915260928212,-0.8121553297520501,-0.27538322972573404,-0.2139668717413802,-0.24658079537486033,-0.23738433896108435,-0.5296731166421932,0
176,Draymond Green,PF,GSW,1.4634213680252541,1.0134901864390875,1.8401191279315723,1.227181473078204,0.021036194792822212,-0.12205343750925507,0.5817631218928397,-0.5624661478384826,-0.43803763342804897,-0.07523784612309807,0.2743312355732019,0.10750884049366961,0.5857802586297566,0.35934778978491483,-0.21670996286606134,-0.18996668211453538,-0.03254268235581139,0.045211579981348886,2.0453109342277798,1.5595114869182483,2.449625691228478,0.9803829362824776,1.0877051809516665,2.0532679527434845,1.7835461044746412,-0.09083444798900547,0
177,Jalen Green,SG,HOU,-1.3361673360230577,1.1353169505984693,1.9501303169678925,1.510278437137919,1.6642983677393675,2.179878889437854,-0.4313144407501931,1.731663656814882,2.0143940271903666,0.1656722473047228,1.3399301564562054,1.7875523965325846,-0.42020143512906577,-0.44195265745522533,2.178992248573996,2.258075893949803,0.3108354143602247,-0.3564759190837123,0.29552339646668335,0.06708597072524093,0.844622331698377,0.4780764698791931,-0.4743012822799894,1.8111786108362906,0.015231966468381286,1.898567516572112,0
178,JaMychal Green,PF,GSW,1.4634213680252541,0.36374744425571764,-0.8001494089401125,-0.6077062569384655,-0.3897793484438141,-0.546093602999512,0.7004118454456275,-0.33305316737314616,-0.3934479668713506,0.45768448176268706,-0.38532523925913353,-0.5189480787072819,0.9781844654151131,0.8589821862993559,-0.34620737970065907,-0.3496216327274271,0.26379731891967184,0.5807949120680971,-0.21247943707686098,0.024445241691154966,-0.6050581220707468,-0.5265364629273763,0.04636753879722917,-0.24658079537486033,0.14154011918311424,-0.3980215160462368,0
179,Javonte Green,SG,CHI,0.7635241920131761,-0.6514755904057976,-0.8001494089401125,-0.5028555295089415,-0.5951871200621323,-0.7480174913282058,0.9285824676625258,-0.6771726380711508,-0.7501652993249381,0.40658234073254323,-0.4360680450154671,-0.5758987077255503,0.9139728679411456,0.8778363144697121,-0.34620737970065907,-0.2431849989854993,-0.24891792138235416,-0.08868425304033813,-0.438258474207325,-0.31668059058153253,-0.7086067259113985,0.4780764698791931,0.8273707704130568,-0.6097148082356517,-0.11107618624635139,-0.5735569835075118,0
180,Jeff Green,PF,DEN,2.396617602708025,0.32313852286925704,-0.6901382199037923,-0.03102725607608365,-0.18437157682549593,-0.24320777050647127,0.2258169512344767,-0.5624661478384826,-0.3934479668713506,-0.19934304576773307,-0.030125598964799185,-0.09181836107026954,0.35747235650009457,0.01997348271850315,0.10703357922043294,0.129343219111248,0.11327541350990257,-0.22258008606202528,-0.438258474207325,-0.40196204864970425,-0.4497352163097692,-0.7776896961290187,-0.2139668717413802,-0.3676254663284574,0.14154011918311424,-0.19323013734141595,0
181,Josh Green,SG,DAL,-0.8695692186816725,0.4855742084150995,-0.0667414820313112,0.6190472539869649,0.021036194792822212,-0.14224582634212438,0.6730313707795995,0.1257727935575269,0.007859032138935537,0.6328918224374659,-0.030125598964799185,-0.20571961910680614,0.8069535388178666,0.8872633785548902,-0.21670996286606134,-0.13674836524357145,0.0144954130847415,0.045211579981348886,-0.3253689556420929,-0.2313991325133606,-0.19086370670814,0.22692323667755054,-0.7346356928185989,0.11655321748593092,1.1520053409009772,-0.0030667142583679944,0
182,AJ Griffin,SF,ATL,-1.5694663946937504,0.9728812650526268,-0.3967750491402718,-0.03102725607608365,0.021036194792822212,0.059678061986569435,0.015899978794929742,0.46989226425553143,0.36457636459252335,0.5452881521000765,-0.1823540162337996,-0.1487689900885379,0.04354899107181014,0.26507714893313455,-0.5404535049525557,-0.6157132170822465,0.8188468451181954,-0.4903717521053993,-0.6075927520551729,-0.6151656938201339,-0.5532838201504209,-0.024229996524091742,-0.4743012822799894,-0.6097148082356517,-0.616308797105283,-0.03232262550191373,0
183,Blake Griffin,C,BOS,1.6967204266959468,-0.28599529792765216,-0.25009346375851155,-0.6181913296814179,-0.7595133373567867,-0.7884022689939446,0.19843647656844876,-0.4477596576058144,-0.5272169665414459,0.23867530591921357,-0.6897820737971346,-0.7752259092894893,0.6785303438699317,0.38762898204044927,-0.6052022133698546,-0.5624949002112826,-0.3006598263669623,0.31300324602472307,-0.04314515922901279,0.1097266997593267,-0.2944123105487917,-0.7776896961290187,-0.4743012822799894,-0.7307594791892488,0.14154011918311424,-0.7344644953470141,0
184,Quentin Grimes,SG,NYK,-0.8695692186816725,0.9322723436661663,1.5834263535134918,1.0594203091909655,0.267525520734804,0.28179433914813257,0.04328045346095767,1.3875441861168776,1.300959362283191,0.51608692865428,-0.2838396277464666,-0.4619974496890135,0.7926842949347628,0.6327326482550807,-0.21670996286606134,-0.2431849989854993,0.3578735098007776,-0.22258008606202528,-0.09958991851162886,-0.1461176744451887,0.01623350097316345,0.22692323667755054,0.04636753879722917,-0.12553612442126325,1.0256971881862442,0.3187483094206365,0
185,Rui Hachimura,PF,TOT,-0.4029711013402872,0.6074009725744813,-0.506786238176592,0.3674055081561075,0.4729332923531222,0.44333344981108774,0.20756330145712473,-0.21834667714047784,-0.12590996753115977,0.026966435937189573,0.68027368162387,0.6770151306763528,0.14343369825353727,-0.017734773622209377,-0.02246383761416489,0.02290658536932012,0.08975636578962612,-0.08868425304033813,0.5777471928797635,0.40821180299792825,-0.6050581220707468,-0.7776896961290187,0.04636753879722917,-0.3676254663284574,-0.7426169498200156,0.3041203537988633,0
186,Tyrese Haliburton,PG,IND,-0.8695692186816725,0.32313852286925704,1.216722390059091,1.4473680006802045,1.6642983677393675,1.5942996132846423,0.24407060101182865,2.190489617745555,1.9698043606336681,0.6182912107145676,1.086216127674538,0.9902435902768284,0.3003953809676791,0.5101808151477649,1.0782642054799159,0.9276179721757063,0.7106592256049238,-0.3564759190837123,0.2390786371840673,0.06708597072524093,4.313500560360209,2.487302335492332,0.04636753879722917,1.6901339398826933,-0.616308797105283,1.6937761378672909,1
187,Jordan Hall,SF,SAS,-1.1028682773523653,-1.5854807822943917,-0.8368198052855527,-1.1109897486001807,-0.9649211089751049,-0.8085946578268141,-1.2983628051744098,-0.791879128303819,-0.48262729998474746,-0.8417699615752545,-0.8420104910661351,-0.8321765383077576,-0.4844130326030328,-1.4789297068248188,-0.4109560881179579,-0.4560582664693548,0.2732049380077824,-0.7581634181487733,-0.9462613077508691,-0.9562915260928212,-0.4497352163097692,-1.2799961625323033,-0.994970103357208,-0.3676254663284574,-1.2478495606789473,-0.8807440515647433,0
188,R.J. Hampton,PG,TOT,-1.1028682773523653,-0.042341769608888455,-0.7268086162492324,-0.3980048020794176,-0.47194245709114124,-0.42493927000229575,-0.30353889230872944,-0.10364018690780964,-0.12590996753115977,0.27517683522645914,-0.537553656528134,-0.4904727641981477,-0.18475891105785183,-0.1402866067295251,-0.15196125444876257,-0.13674836524357145,0.1414982707742343,-0.6242675851270862,-0.6640375113377891,-0.7004471518883058,-0.501509518230095,-0.024229996524091742,-0.4743012822799894,-0.24658079537486033,-0.7426169498200156,-0.3980215160462368,0
189,Tim Hardaway Jr.,SG,DAL,0.9968232506838688,0.9322723436661663,0.8133480302592504,1.1013606001627754,0.596177955324113,0.9683355594656916,-0.5682168140803323,2.3051961079782233,2.1927526934171606,0.5087866227928309,-0.2838396277464666,-0.03486773205200117,-0.7055863127911428,-0.04601596587774377,0.2365309960550306,0.23577985285317563,0.23557446165534007,-0.7581634181487733,0.29552339646668335,-0.018195487342930992,-0.13908940478781412,0.22692323667755054,-0.4743012822799894,-0.3676254663284574,0.015231966468381286,0.772214933695597,0
190,James Harden,PG,PHI,1.6967204266959468,0.4043563656421783,1.2900631827499711,1.7828903284546809,1.2534828245027314,1.4933376691202953,-0.2031438185332937,2.0757831275128864,1.9698043606336681,0.5087866227928309,0.6295308758675364,0.8478670177311576,-0.24897050853181926,0.038827610888859415,2.5674844990777896,2.3112942108207672,0.6918439874287026,-0.22258008606202528,1.537308100684236,1.090463467543303,4.468823466121186,1.4826894026857622,0.3067019493358384,2.779535978465067,0.26784827189784693,1.7376600047326098,0
191,Jaden Hardy,SG,DAL,-1.3361673360230577,-0.001732848222427844,-0.6534678235583523,-0.5238256749948462,-0.1432900225018323,-0.04128388217777747,-0.23052429319932163,0.35518577402286333,0.23080736492242784,0.6474924341603642,-0.3345824335028001,-0.17724430459767196,-0.4344706790121696,0.010546418633325018,-0.02246383761416489,-0.13674836524357145,0.48487636749026986,-0.8920592511704605,-0.6075927520551729,-0.7004471518883058,-0.3461866124691176,-0.5265364629273763,-0.7346356928185989,-0.12553612442126325,-0.49000064439054997,-0.04695058112368661,0
192,Ron Harper Jr.,SF,TOR,-0.8695692186816725,-1.5854807822943917,-0.8368198052855527,-1.519907585575324,-1.0060026632987686,-1.071095712654116,0.3353388498985884,-0.791879128303819,-0.7947549658816366,0.1291707179974772,-0.8927532968224685,-1.0030284253625625,1.3135116966680533,0.58559732782919,-0.8641970470390499,-0.9350231183080298,1.3174506567880555,-0.7581634181487733,-1.2849298634465653,-1.1694951712632509,-0.863929631672376,-1.5311493957339457,-0.7346356928185989,-1.3359828339572344,-1.7530821715378784,-1.0123956521606996,0
193,Montrezl Harrell,C,PHI,0.7635241920131761,0.36374744425571764,-0.5801270308674722,-0.8278927845404658,-0.47194245709114124,-0.6874403248295977,1.2297676889888332,-1.1359985990018238,-1.1960619648919228,-2.3018311338650768,-0.0808684047211325,-0.20571961910680614,0.6143187463959643,0.6233055841699026,-0.15196125444876257,-0.030311731501643697,-0.12661887323691717,0.4468990790464099,-0.6075927520551729,-0.31668059058153253,-0.7603810278317242,-0.7776896961290187,0.04636753879722917,-0.6097148082356517,-0.49000064439054997,-0.5150451610204203,0
194,Gary Harris,SG,ORL,0.5302251333424834,-0.001732848222427844,0.7033368412229303,0.514196526557441,-0.18437157682549593,-0.14224582634212438,-0.1210023945352099,1.158131205651541,0.7658833636028095,0.8446006924194899,-0.7405248795534681,-0.6897999657620868,-0.2561051304733712,0.6704409045957932,-0.5404535049525557,-0.6689315339532105,0.8470697023825271,-0.6242675851270862,-0.6075927520551729,-0.6578064228542199,-0.4497352163097692,0.7292297030808353,-0.2139668717413802,-0.6097148082356517,0.26784827189784693,-0.12009035923255122,0
195,Joe Harris,SG,BRK,1.2301223093545615,1.0540991078255482,0.37330327411396963,0.08430854409639288,-0.2665346854728231,-0.24320777050647127,-0.05711462031447807,1.0434247154188725,0.7658833636028095,0.8080991631122443,-0.7912676853098015,-0.8321765383077576,0.1505683201950892,0.8118468658734652,-0.7994483386217511,-0.775368167695138,-0.3618093504396811,-0.7581634181487733,-0.438258474207325,-0.5725249647860479,-0.3461866124691176,-0.27538322972573404,-0.4743012822799894,-0.6097148082356517,0.26784827189784693,-0.22248604858496182,0
196,Kevon Harris,SG,ORL,-0.1696720426695945,-0.5702577476328764,-0.8368198052855527,-0.6706166933961799,-0.8005948916804504,-0.8085946578268141,-0.22139746831064566,-0.5624661478384826,-0.6609859662115413,0.4138826465939924,-0.7405248795534681,-0.6897999657620868,-0.3274513498888906,-0.1685677989850595,-0.34620737970065907,-0.3496216327274271,0.16972112803856604,-0.08868425304033813,-0.8333717891856371,-0.6151656938201339,-0.8121553297520501,-0.27538322972573404,-0.7346356928185989,-0.6097148082356517,-0.11107618624635139,-0.7344644953470141,0
197,Tobias Harris,PF,PHI,0.9968232506838688,1.0540991078255482,1.8767895242770123,1.3739724914795375,0.9659119442370858,0.8673736153013446,0.3444656747872644,0.8140117349535362,0.7212936970461111,0.5379878462386274,0.8325020988928704,0.7624410742037552,0.2861261370845752,0.4064831102108055,0.04228487080313402,-0.08353004837260763,0.7341782733252001,0.045211579981348886,1.1986395449885394,0.9199005514069594,0.22333070865446678,0.7292297030808353,0.3067019493358384,0.11655321748593092,0.3941564246125799,0.8160988005609155,0
198,Shaquille Harrison,SG,POR,0.7635241920131761,-1.7479164678402341,-0.8368198052855527,0.44080101735677424,-0.1432900225018323,0.019293284320830637,-0.42218761586151715,-0.4477596576058144,-0.3488583003146521,-0.11173937543034365,0.02061720679153436,0.2498854130393404,-0.4844130326030328,-0.6964833877550344,0.4955258297242261,0.6083080709499229,0.06153350852529439,-0.8920592511704605,0.8599709892928435,0.3655710739638425,2.0354312758658715,3.9942217347021858,0.04636753879722917,0.11655321748593092,0.8993890354715112,-0.04695058112368661,0
199,Josh Hart,SF-SG,TOT,0.29692607467179083,1.1353169505984693,1.0700408046773309,1.3110620550218228,0.10319930344014955,-0.06147627101064696,0.6000167716701917,-0.21834667714047784,-0.25967896720125505,0.4138826465939924,0.2235884298168683,0.10750884049366961,0.5072994172726852,0.5290349433181212,0.1717822876377317,0.23577985285317563,0.1414982707742343,1.384169910198219,1.819531897097316,1.8153558611227638,0.8963966336187027,1.4826894026857622,-0.2139668717413802,0.4796872303467223,1.1520053409009772,0.09932897509404262,0
